Id,Level,Assessment,Section,Title,RecommendedState,Mechanism,RegistryKey,RegistryValue,Notes
18.10.59.3,L1,Automated,18,"Ensure 'Allow indexing of encrypted files' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\Windows Search","AllowIndexingEncryptedStoresOrItems","resolved:raw"
18.10.76.2.1,L1,Automated,18,"Ensure 'Configure Windows Defender SmartScreen' is set to 'Enabled: Warn and prevent bypass'","Enabled: Warn and prevent bypass",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\System:EnableSmartScre en HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\System","ShellSmartScreenLevel","agreed"
18.10.80.2,L1,Automated,18,"Ensure 'Allow Windows Ink Workspace' is set to 'Enabled: On, but disallow access above lock' OR 'Enabled: Disabled'","Enabled: On, but disallow access above lock OR Enabled: Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\WindowsInkWorkspace","AllowWindowsInkWorkspace","agreed"
18.10.81.1,L1,Automated,18,"Ensure 'Allow user control over installs' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\Installer","EnableUserControl","agreed"
18.10.81.2,L1,Automated,18,"Ensure 'Always install with elevated privileges' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\Installer","AlwaysInstallElevated","agreed"
18.10.82.1,L1,Automated,18,"Ensure 'Configure the transmission of the user's password in the content of MPR notifications sent by winlogon.' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","EnableMPR","agreed"
18.10.82.2,L1,Automated,18,"Ensure 'Sign-in and lock last interactive user automatically after a restart' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","DisableAutomaticRestartSignOn","agreed"
18.10.89.1.1,L1,Automated,18,"Ensure 'Allow Basic authentication' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WinRM\Client","AllowBasic","agreed"
18.10.89.1.2,L1,Automated,18,"Ensure 'Allow unencrypted traffic' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WinRM\Client","AllowUnencryptedTraffic","agreed"
18.10.89.1.3,L1,Automated,18,"Ensure 'Disallow Digest authentication' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WinRM\Client","AllowDigest","agreed"
18.10.89.2.1,L1,Automated,18,"Ensure 'Allow Basic authentication' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WinRM\Service","AllowBasic","agreed"
18.10.89.2.3,L1,Automated,18,"Ensure 'Allow unencrypted traffic' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WinRM\Service","AllowUnencryptedTraffic","agreed"
18.10.89.2.4,L1,Automated,18,"Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WinRM\Service","DisableRunAs","agreed"
18.10.92.2.1,L1,Automated,18,"Ensure 'Prevent users from modifying settings' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows Defender Security Center\App and Browser protection","DisallowExploitProtectionOverride","agreed"
18.10.93.1.1,L1,Automated,18,"Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU","NoAutoRebootWithLoggedOnUsers","agreed"
18.10.93.2.1,L1,Automated,18,"Ensure 'Configure Automatic Updates' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU","NoAutoUpdate","agreed"
18.10.93.2.2,L1,Automated,18,"Ensure 'Configure Automatic Updates: Scheduled install day' is set to '0 - Every day'","0 - Every day",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\AU","ScheduledInstallDay","agreed"
18.10.93.4.1,L1,Automated,18,"Ensure 'Manage preview builds' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate","ManagePreviewBuildsPolicyValue","agreed"
18.10.93.4.2,L1,Automated,18,"Ensure 'Select when Preview Builds and Feature Updates are received' is set to 'Enabled: 180 or more days'","Enabled: 180 or more days",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate:DeferFea tureUpdates HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate","DeferFeatureUpdatesPeriodInDays","agreed"
18.10.93.4.3,L1,Automated,18,"Ensure 'Select when Quality Updates are received' is set to 'Enabled: 0 days'","Enabled: 0 days",RegistrySettings-Standalone.ps1,"HKLM\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate:DeferQua lityUpdates HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate","DeferQualityUpdatesPeriodInDays","agreed"
19.5.1.1,L1,Automated,19,"Ensure 'Turn off toast notifications on the lock screen' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKU\[USER SID]\Software\Policies\Microsoft\Windows\CurrentVersion\PushNotifications","NoToastApplicationNotificationOnLockScreen","resolved:raw(real-space)"
19.7.5.1,L1,Automated,19,"Ensure 'Do not preserve zone information in file attachments' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKU\[USER SID]\Software\Microsoft\Windows\CurrentVersion\Policies\Attachments","SaveZoneInformation","resolved:raw(real-space)"
19.7.5.2,L1,Automated,19,"Ensure 'Notify antivirus programs when opening attachments' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKU\[USER SID]\Software\Microsoft\Windows\CurrentVersion\Policies\Attachments","ScanWithAntiVirus","resolved:raw(real-space)"
19.7.8.1,L1,Automated,19,"Ensure 'Configure Windows spotlight on lock screen' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKU\[USER SID]\Software\Policies\Microsoft\Windows\CloudContent","ConfigureWindowsSpotlight","resolved:raw(real-space)"
19.7.8.2,L1,Automated,19,"Ensure 'Do not suggest third-party content in Windows spotlight' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKU\[USER SID]\Software\Policies\Microsoft\Windows\CloudContent","DisableThirdPartySuggestions","resolved:raw(real-space)"
19.7.8.5,L1,Automated,19,"Ensure 'Turn off Spotlight collection on Desktop' is set to 'Enabled'","Enabled",NEEDS REVIEW,"HKU\[USER SID]\SOFTWARE\Policies\Microsoft\Windows\CloudContent","DisableSpotlightCollectionOnDesktop","resolved:raw(real-space)"
19.7.26.1,L1,Automated,19,"Ensure 'Prevent users from sharing files within their profile.' is set to 'Enabled'","Enabled",RegistrySettings-Standalone.ps1,"HKU\[USER SID]\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","NoInplaceSharing","resolved:raw(real-space)"
19.7.44.1,L1,Automated,19,"Ensure 'Always install with elevated privileges' is set to 'Disabled'","Disabled",RegistrySettings-Standalone.ps1,"HKU\[USER SID]\Software\Policies\Microsoft\Windows\Installer","AlwaysInstallElevated","resolved:raw(real-space)"
